dataset,method,budget,seed,f1,time
NASA_Bearing,Mutual Info,0.3,42,0.6890509856731382,0.015598058700561523
NASA_Bearing,Mutual Info,0.3,123,0.6714529914529914,0.015557050704956055
NASA_Bearing,Mutual Info,0.3,456,0.629,0.015503168106079102
NASA_Bearing,Mutual Info,0.3,789,0.6761946123016218,0.01536107063293457
NASA_Bearing,Mutual Info,0.3,1024,0.6512264291755809,0.015439033508300781
NASA_Bearing,Mutual Info,0.4,42,0.7544049858022643,0.015250921249389648
NASA_Bearing,Mutual Info,0.4,123,0.7713370459809769,0.015417814254760742
NASA_Bearing,Mutual Info,0.4,456,0.6993777777777778,0.0156252384185791
NASA_Bearing,Mutual Info,0.4,789,0.7497720364741641,0.015201091766357422
NASA_Bearing,Mutual Info,0.4,1024,0.7253452635673993,0.015418767929077148
NASA_Bearing,Mutual Info,0.5,42,0.8024785052115856,0.01541900634765625
NASA_Bearing,Mutual Info,0.5,123,0.7958962401632177,0.015521764755249023
NASA_Bearing,Mutual Info,0.5,456,0.7687385248681456,0.015507936477661133
NASA_Bearing,Mutual Info,0.5,789,0.7939555555555555,0.015481710433959961
NASA_Bearing,Mutual Info,0.5,1024,0.8365339353475191,0.015556097030639648
NASA_Bearing,Mutual Info,0.6,42,0.8456896551724138,0.015484094619750977
NASA_Bearing,Mutual Info,0.6,123,0.8702562506484075,0.01528787612915039
NASA_Bearing,Mutual Info,0.6,456,0.8307233544746591,0.015473127365112305
NASA_Bearing,Mutual Info,0.6,789,0.8794451450189155,0.015569210052490234
NASA_Bearing,Mutual Info,0.6,1024,0.8660501611321284,0.015677213668823242
NASA_Bearing,Mutual Info,0.7,42,0.9001338935315573,0.015285968780517578
NASA_Bearing,Mutual Info,0.7,123,0.9332373833511305,0.01545095443725586
NASA_Bearing,Mutual Info,0.7,456,0.9129326047358834,0.0155792236328125
NASA_Bearing,Mutual Info,0.7,789,0.9026290782388344,0.015776872634887695
NASA_Bearing,Mutual Info,0.7,1024,0.9037446525444139,0.015499114990234375
NASA_Bearing,Mutual Info,0.8,42,0.9732538647792883,0.015455007553100586
NASA_Bearing,Mutual Info,0.8,123,0.9732100322264255,0.015703201293945312
NASA_Bearing,Mutual Info,0.8,456,0.9732100322264255,0.015604019165039062
NASA_Bearing,Mutual Info,0.8,789,0.9732100322264255,0.015449047088623047
NASA_Bearing,Mutual Info,0.8,1024,0.9665673309741106,0.015548944473266602
NASA_Bearing,Mutual Info,0.9,42,0.9732538647792883,0.01644420623779297
NASA_Bearing,Mutual Info,0.9,123,0.9732100322264255,0.015720844268798828
NASA_Bearing,Mutual Info,0.9,456,0.9698354597654103,0.015480279922485352
NASA_Bearing,Mutual Info,0.9,789,0.9698863305158847,0.01526021957397461
NASA_Bearing,Mutual Info,0.9,1024,0.9699340935244273,0.0153350830078125
